city,city_ibge_code,date,state,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_deaths,new_confirmed,new_deaths
Acarape,2300150,2022-05-03,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-05-02,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-05-01,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-30,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-29,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-28,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-27,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-26,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-25,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-24,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-23,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-22,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-21,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-20,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-19,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-18,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-17,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-16,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-15,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-14,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-13,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-12,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-11,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-10,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-09,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-08,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-07,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-06,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-05,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-04,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-03,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-02,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-04-01,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-31,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-30,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-29,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-28,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-27,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-26,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-25,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-24,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-23,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-22,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-21,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-20,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-19,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-18,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-17,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-16,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-15,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-14,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-13,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-12,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-11,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-10,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-09,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-08,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-07,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-06,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-05,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-04,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-03,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-02,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-03-01,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-28,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-27,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-26,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-25,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-24,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-23,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-22,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-21,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-20,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-19,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-18,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-17,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-16,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-15,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-14,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-13,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-12,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-11,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-10,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-09,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-08,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-07,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-06,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-05,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-04,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-03,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-02,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-02-01,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-31,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-30,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-29,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-28,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-27,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-26,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-25,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-24,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-23,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-22,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-21,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-20,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-19,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-18,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-17,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-16,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-15,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-14,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-13,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-12,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-11,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-10,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-09,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-08,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-07,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-06,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-05,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-04,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-03,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-02,CE,2837,18738.441,32,0,0
Acarape,2300150,2022-01-01,CE,2837,18738.441,32,0,0
Redenção,2311603,2022-08-18,CE,7533,25764.416,117,16,0
Redenção,2311603,2022-08-17,CE,7517,25709.693,117,8,0
Redenção,2311603,2022-08-16,CE,7509,25682.331,117,27,0
Redenção,2311603,2022-08-15,CE,7482,25589.986,117,0,0
Redenção,2311603,2022-08-14,CE,7482,25589.986,117,0,0
Redenção,2311603,2022-08-13,CE,7482,25589.986,117,29,0
Redenção,2311603,2022-08-12,CE,7453,25490.8,117,0,0
Redenção,2311603,2022-08-11,CE,7453,25490.8,117,2,0
Redenção,2311603,2022-08-10,CE,7451,25483.959,117,14,0
Redenção,2311603,2022-08-09,CE,7437,25436.076,117,1,0
Redenção,2311603,2022-08-08,CE,7436,25432.656,117,0,0
Redenção,2311603,2022-08-07,CE,7436,25432.656,117,0,0
Redenção,2311603,2022-08-06,CE,7436,25432.656,117,2,0
Redenção,2311603,2022-08-05,CE,7434,25425.816,117,0,0
Redenção,2311603,2022-08-04,CE,7434,25425.816,117,15,0
Redenção,2311603,2022-08-03,CE,7419,25374.513,117,36,0
Redenção,2311603,2022-08-02,CE,7383,25251.385,117,36,0
Redenção,2311603,2022-08-01,CE,7347,25128.258,117,2,0
Redenção,2311603,2022-07-31,CE,7345,25121.417,117,0,0
Redenção,2311603,2022-07-30,CE,7345,25121.417,117,0,0
Redenção,2311603,2022-07-29,CE,7345,25121.417,117,36,0
Redenção,2311603,2022-07-28,CE,7309,24998.29,117,83,0
Redenção,2311603,2022-07-27,CE,7226,24714.413,117,0,0
Redenção,2311603,2022-07-26,CE,7226,24714.413,117,45,0
Redenção,2311603,2022-07-25,CE,7181,24560.503,117,0,0
Redenção,2311603,2022-07-24,CE,7181,24560.503,117,1,0
Redenção,2311603,2022-07-23,CE,7180,24557.083,117,1,0
Redenção,2311603,2022-07-22,CE,7179,24553.663,117,8,0
Redenção,2311603,2022-07-21,CE,7171,24526.301,117,14,0
Redenção,2311603,2022-07-20,CE,7157,24478.418,117,61,0
Redenção,2311603,2022-07-19,CE,7096,24269.786,117,100,0
Redenção,2311603,2022-07-18,CE,6996,23927.765,117,0,0
Redenção,2311603,2022-07-17,CE,6996,23927.765,117,7,0
Redenção,2311603,2022-07-16,CE,6989,23903.824,117,88,0
Redenção,2311603,2022-07-15,CE,6901,23602.846,117,252,0
Redenção,2311603,2022-07-14,CE,6649,22740.954,117,17,0
Redenção,2311603,2022-07-13,CE,6632,22682.81,117,56,0
Redenção,2311603,2022-07-12,CE,6576,22491.278,117,25,1
Redenção,2311603,2022-07-11,CE,6551,22405.773,116,0,0
Redenção,2311603,2022-07-10,CE,6551,22405.773,116,24,0
Redenção,2311603,2022-07-09,CE,6527,22323.688,116,1,0
Redenção,2311603,2022-07-08,CE,6526,22320.268,116,18,0
Redenção,2311603,2022-07-07,CE,6508,22258.704,116,1,0
Redenção,2311603,2022-07-06,CE,6507,22255.284,116,8,0
Redenção,2311603,2022-07-05,CE,6499,22227.923,116,2,0
Redenção,2311603,2022-07-04,CE,6497,22221.082,116,0,0
Redenção,2311603,2022-07-03,CE,6497,22221.082,116,6,0
Redenção,2311603,2022-07-02,CE,6491,22200.561,116,11,1
Redenção,2311603,2022-07-01,CE,6480,22162.939,115,1083,12
Redenção,2311603,2022-06-30,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-29,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-28,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-27,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-26,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-25,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-24,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-23,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-22,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-21,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-20,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-19,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-18,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-17,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-16,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-15,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-14,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-13,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-12,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-11,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-10,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-09,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-08,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-07,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-06,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-05,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-04,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-03,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-02,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-06-01,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-31,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-30,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-29,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-28,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-27,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-26,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-25,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-24,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-23,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-22,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-21,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-20,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-19,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-18,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-17,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-16,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-15,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-14,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-13,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-12,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-11,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-10,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-09,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-08,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-07,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-06,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-05,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-04,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-03,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-02,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-05-01,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-30,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-29,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-28,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-27,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-26,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-25,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-24,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-23,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-22,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-21,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-20,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-19,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-18,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-17,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-16,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-15,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-14,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-13,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-12,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-11,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-10,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-09,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-08,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-07,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-06,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-05,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-04,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-03,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-02,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-04-01,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-31,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-30,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-29,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-28,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-27,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-26,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-25,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-24,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-23,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-22,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-21,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-20,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-19,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-18,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-17,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-16,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-15,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-14,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-13,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-12,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-11,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-10,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-09,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-08,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-07,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-06,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-05,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-04,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-03,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-02,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-03-01,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-02-28,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-02-27,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-02-26,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-02-25,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-02-24,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-02-23,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-02-22,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-02-21,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-02-20,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-02-19,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-02-18,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-02-17,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-02-16,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-02-15,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-02-14,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-02-13,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-02-12,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-02-11,CE,5397,18458.855,103,0,0
Redenção,2311603,2022-02-10,CE,5397,18458.855,103,0,0
